time (ms),signal 0,signal 1,signal 2,signal3,time (sec)
1799843.0,242.0,56.0,166.0,104.0,1799.843
1799853.0,248.0,57.0,169.0,98.0,1799.853
1799863.0,253.0,58.0,164.0,98.0,1799.863
1799873.0,257.0,58.0,165.0,98.0,1799.873
1799883.0,259.0,58.0,167.0,94.0,1799.883
1799894.0,258.0,61.0,176.0,90.0,1799.894
1799904.0,260.0,63.0,170.0,90.0,1799.904
1799914.0,257.0,65.0,171.0,84.0,1799.914
1799924.0,253.0,68.0,171.0,84.0,1799.924
1799934.0,252.0,71.0,169.0,79.0,1799.934
1799944.0,248.0,76.0,168.0,75.0,1799.944
1799954.0,246.0,82.0,170.0,80.0,1799.954
1799964.0,244.0,87.0,172.0,89.0,1799.964
1799974.0,240.0,93.0,175.0,83.0,1799.974
1799984.0,237.0,97.0,170.0,95.0,1799.984
1799994.0,232.0,102.0,166.0,96.0,1799.994
1800004.0,229.0,102.0,176.0,94.0,1800.004
1800014.0,226.0,103.0,175.0,94.0,1800.014
1800024.0,224.0,104.0,175.0,95.0,1800.024
1800034.0,221.0,106.0,177.0,88.0,1800.034
1800044.0,216.0,107.0,180.0,85.0,1800.044
1800054.0,212.0,109.0,178.0,79.0,1800.054
1800064.0,212.0,108.0,178.0,77.0,1800.064
1800074.0,208.0,108.0,181.0,74.0,1800.074
1800084.0,206.0,106.0,180.0,74.0,1800.084
1800094.0,201.0,108.0,179.0,77.0,1800.094
1800104.0,199.0,109.0,183.0,77.0,1800.104
1800114.0,196.0,108.0,182.0,75.0,1800.114
1800124.0,193.0,110.0,184.0,73.0,1800.124
1800134.0,190.0,112.0,180.0,86.0,1800.134
1800144.0,188.0,117.0,185.0,90.0,1800.144
1800154.0,187.0,116.0,181.0,92.0,1800.154
1800164.0,184.0,120.0,180.0,85.0,1800.164
1800174.0,181.0,125.0,173.0,80.0,1800.174
1800184.0,177.0,131.0,168.0,80.0,1800.184
1800194.0,173.0,136.0,167.0,84.0,1800.194
1800204.0,171.0,137.0,166.0,97.0,1800.204
1800214.0,166.0,142.0,168.0,91.0,1800.214
1800224.0,162.0,144.0,168.0,86.0,1800.224
1800235.0,158.0,146.0,162.0,93.0,1800.235
1800245.0,157.0,149.0,156.0,92.0,1800.245
1800255.0,154.0,153.0,152.0,98.0,1800.255
1800265.0,152.0,155.0,151.0,91.0,1800.265
1800275.0,150.0,157.0,151.0,82.0,1800.275
1800285.0,148.0,161.0,152.0,78.0,1800.285
1800295.0,145.0,164.0,155.0,76.0,1800.295
1800305.0,142.0,167.0,159.0,71.0,1800.305
1800315.0,140.0,168.0,155.0,75.0,1800.315
1800325.0,140.0,170.0,154.0,81.0,1800.325
1800335.0,136.0,172.0,160.0,78.0,1800.335
1800345.0,135.0,172.0,154.0,73.0,1800.345
1800355.0,133.0,173.0,155.0,71.0,1800.355
1800365.0,131.0,174.0,152.0,75.0,1800.365
1800375.0,129.0,174.0,150.0,72.0,1800.375
1800385.0,126.0,175.0,147.0,77.0,1800.385
1800395.0,124.0,176.0,143.0,75.0,1800.395
1800406.0,122.0,176.0,135.0,80.0,1800.406
1800416.0,119.0,176.0,134.0,82.0,1800.416
1800426.0,117.0,176.0,127.0,84.0,1800.426
1800436.0,115.0,178.0,125.0,92.0,1800.436
1800446.0,113.0,178.0,119.0,86.0,1800.446
1800456.0,110.0,179.0,112.0,85.0,1800.456
1800466.0,109.0,180.0,111.0,92.0,1800.466
1800476.0,109.0,181.0,108.0,93.0,1800.476
1800486.0,107.0,183.0,101.0,87.0,1800.486
1800496.0,106.0,185.0,96.0,97.0,1800.496
1800506.0,107.0,187.0,96.0,108.0,1800.506
1800516.0,106.0,188.0,95.0,107.0,1800.516
1800526.0,105.0,192.0,101.0,102.0,1800.526
1800536.0,104.0,194.0,99.0,105.0,1800.536
